Running SLURM prolog script on pink52.cluster.local
===============================================================================
Job started on Wed Mar  5 16:54:54 GMT 2025
Job ID          : 7138973
Job name        : plm_c10_idn_02
WorkDir         : /mainfs/scratch/dk2g21/PLM
Command         : /mainfs/scratch/dk2g21/PLM/plm_ncd.slurm
Partition       : lyceum
Num hosts       : 1
Num cores       : 8
Num of tasks    : 1
Hosts allocated : pink52
Job Output Follows ...
===============================================================================
Wed Mar  5 16:54:55 2025       
+---------------------------------------------------------------------------------------+
| NVIDIA-SMI 535.104.05             Driver Version: 535.104.05   CUDA Version: 12.2     |
|-----------------------------------------+----------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |         Memory-Usage | GPU-Util  Compute M. |
|                                         |                      |               MIG M. |
|=========================================+======================+======================|
|   0  NVIDIA GeForce GTX 1080 Ti     Off | 00000000:82:00.0 Off |                  N/A |
| 23%   36C    P8              10W / 250W |      0MiB / 11264MiB |      0%      Default |
|                                         |                      |                  N/A |
+-----------------------------------------+----------------------+----------------------+
|   1  NVIDIA GeForce GTX 1080 Ti     Off | 00000000:83:00.0 Off |                  N/A |
| 36%   46C    P8               9W / 250W |      0MiB / 11264MiB |      0%      Default |
|                                         |                      |                  N/A |
+-----------------------------------------+----------------------+----------------------+
                                                                                         
+---------------------------------------------------------------------------------------+
| Processes:                                                                            |
|  GPU   GI   CI        PID   Type   Process name                            GPU Memory |
|        ID   ID                                                             Usage      |
|=======================================================================================|
|  No running processes found                                                           |
+---------------------------------------------------------------------------------------+
Starting main function...
Patching CIFAR-10 raw data...
Running in NCD Mode: Splitting CIFAR-10 into known and novel classes.
Dataset loaded successfully!
Generating noise labels...
Real noise rate:  0.2016
Generated noise_labels shape: 25000 (Expected: 25000)
----------------Labeling----------------
Size of ordinary_train_dataset: 25000
Size of noise_labels: 25000
Filtering training dataset for known classes in prenp.
Prenp Epoch 54 complete. Avg Loss = 0.1466
Prenp Epoch 55 complete. Avg Loss = 0.1630
Prenp Epoch 56 complete. Avg Loss = 0.1485
Prenp Epoch 57 complete. Avg Loss = 0.1566
Prenp Epoch 58 complete. Avg Loss = 0.1456
Prenp Epoch 59 complete. Avg Loss = 0.1514
Prenp Epoch 60 complete. Avg Loss = 0.1616
Prenp Epoch 61 complete. Avg Loss = 0.1501
Prenp Epoch 62 complete. Avg Loss = 0.1510
Prenp Epoch 63 complete. Avg Loss = 0.1441
Prenp Epoch 64 complete. Avg Loss = 0.1578
Prenp Epoch 65 complete. Avg Loss = 0.1493
Prenp Epoch 66 complete. Avg Loss = 0.1664
Prenp Epoch 67 complete. Avg Loss = 0.1490
Prenp Epoch 68 complete. Avg Loss = 0.1464
Prenp Epoch 69 complete. Avg Loss = 0.1464
Prenp Epoch 70 complete. Avg Loss = 0.1530
Prenp Epoch 71 complete. Avg Loss = 0.1547
Prenp Epoch 72 complete. Avg Loss = 0.1512
Prenp Epoch 73 complete. Avg Loss = 0.1532
Prenp Epoch 74 complete. Avg Loss = 0.1474
Prenp Epoch 75 complete. Avg Loss = 0.1501
Prenp Epoch 76 complete. Avg Loss = 0.1557
Prenp Epoch 77 complete. Avg Loss = 0.1604
Prenp Epoch 78 complete. Avg Loss = 0.1443
Prenp Epoch 79 complete. Avg Loss = 0.1533
Prenp Epoch 80 complete. Avg Loss = 0.1496
Prenp Epoch 81 complete. Avg Loss = 0.1537
Prenp Epoch 82 complete. Avg Loss = 0.1462
Prenp Epoch 83 complete. Avg Loss = 0.1459
Prenp Epoch 84 complete. Avg Loss = 0.1534
Prenp Epoch 85 complete. Avg Loss = 0.1453
Prenp Epoch 86 complete. Avg Loss = 0.1518
Prenp Epoch 87 complete. Avg Loss = 0.1469
Prenp Epoch 88 complete. Avg Loss = 0.1416
Prenp Epoch 89 complete. Avg Loss = 0.1649
Prenp Epoch 90 complete. Avg Loss = 0.1404
Prenp Epoch 91 complete. Avg Loss = 0.1583
Prenp Epoch 92 complete. Avg Loss = 0.1488
Prenp Epoch 93 complete. Avg Loss = 0.1484
Prenp Epoch 94 complete. Avg Loss = 0.1495
Prenp Epoch 95 complete. Avg Loss = 0.1439
Prenp Epoch 96 complete. Avg Loss = 0.1562
Prenp Epoch 97 complete. Avg Loss = 0.1475
Prenp Epoch 98 complete. Avg Loss = 0.1484
Prenp Epoch 99 complete. Avg Loss = 0.1584
Prenp training complete.
Candidate labels and pre-trained model saved.
multi_labels.npy exists. Loading...
Loaded train_candidate_labels shape: (25000, 5)
Number of fully zero rows in train_candidate_labels: 0
Unique values in train_candidate_labels: [0 1]
Number of zero rows: 0
raw_dataset.targets shape: (25000,)
Initializing model...
Model initialized!
Starting pre-training...
Epoch 0: Pre-training complete
Epoch 1: Pre-training complete
Epoch 2: Pre-training complete
Epoch 3: Pre-training complete
Epoch 4: Pre-training complete
Epoch 5: Pre-training complete
Epoch 6: Pre-training complete
Epoch 7: Pre-training complete
Epoch 8: Pre-training complete
Epoch 9: Pre-training complete
Epoch 10: Pre-training complete
Epoch 11: Pre-training complete
Epoch 12: Pre-training complete
Epoch 13: Pre-training complete
Epoch 14: Pre-training complete
Epoch 15: Pre-training complete
Epoch 16: Pre-training complete
Epoch 17: Pre-training complete
Epoch 18: Pre-training complete
Epoch 19: Pre-training complete
Epoch 20: Pre-training complete
Epoch 21: Pre-training complete
Epoch 22: Pre-training complete
Epoch 23: Pre-training complete
Epoch 24: Pre-training complete
Epoch 25: Pre-training complete
Epoch 26: Pre-training complete
Epoch 27: Pre-training complete
Epoch 28: Pre-training complete
Epoch 29: Pre-training complete
Epoch 30: Pre-training complete
Epoch 31: Pre-training complete
Epoch 32: Pre-training complete
Epoch 33: Pre-training complete
Epoch 34: Pre-training complete
Epoch 35: Pre-training complete
Epoch 36: Pre-training complete
Epoch 37: Pre-training complete
Epoch 38: Pre-training complete
Epoch 39: Pre-training complete
Final Test Accuracy (Known Classes): 0.6812
Evaluating Novel Class Discovery on novel (test) dataset...
Extracting features for novel class clustering...
Applying K-Means clustering with 5 clusters...
Novel Discovery - NMI: 0.3613, ARI: 0.3057
==============================================================================
Running epilogue script on pink52.

Submit time  : 2025-03-05T16:11:52
Start time   : 2025-03-05T16:54:54
End time     : 2025-03-05T17:42:42
Elapsed time : 00:47:48 (Timelimit=08:00:00)

Job ID: 7138973
Cluster: i5
User/Group: dk2g21/fp
State: COMPLETED (exit code 0)
Nodes: 1
Cores per node: 8
CPU Utilized: 00:58:13
CPU Efficiency: 15.22% of 06:22:24 core-walltime
Job Wall-clock time: 00:47:48
Memory Utilized: 14.47 GB
Memory Efficiency: 0.00% of 16.00 B

